From_ID,To_ID,Distance_Miles,Time_Mins
31,32,171.5743,155.2333333333333
31,33,202.124,169.95
31,34,184.0607,159.8666666666667
31,35,72.1977,72.78333333333333
31,36,79.7897,79.01666666666667
31,37,216.4242,184.0666666666667
32,1,86.6558,83.93333333333334
32,2,87.6587,84.01666666666667
32,3,94.7995,90.98333333333333
32,4,79.5423,77.9
32,5,87.0386,83.51666666666667
32,6,100.7417,97.01666666666667
32,7,101.1431,96.91666666666667
32,8,53.0564,55.48333333333333
32,9,86.4501,84.41666666666667
32,10,121.685,116.65
32,11,122.1578,117.4333333333333
32,12,138.362,132.1333333333333
32,13,163.8904,153.8333333333333
32,14,122.6388,116.75
32,15,125.4722,120.7333333333333
32,16,359.6403,337.1333333333333
32,17,373.272,315.4166666666667
32,18,351.2058,328.75
32,19,244.1305,234.35
32,20,261.1462,249.6666666666667
32,21,327.9709,281.1166666666667
32,22,240.7702,208.6166666666667
32,23,371.0785,323.2833333333334
32,24,223.6408,197.3666666666667
32,25,60.332,68.01666666666667
32,27,118.058,127.0166666666667
32,28,178.1192,164.0333333333333
32,29,86.2389,92.25
32,30,197.3723,174.3333333333333
32,31,171.8004,155.2333333333333
32,33,100.5391,98.06666666666666
32,34,65.8716,69.06666666666666
32,35,182.1543,173.9833333333333
32,36,226.0387,209.2166666666667
32,37,60.6651,63.8
33,1,117.0682,98.63333333333334
33,2,118.0711,98.71666666666667
33,3,125.2119,105.6833333333333
33,4,116.9955,98.58333333333333
33,5,117.451,98.21666666666667
33,6,131.1541,111.7166666666667
33,7,131.5555,111.6166666666667
33,8,83.3955,71.2
33,9,116.8625,99.11666666666666
33,10,56.766,65.13333333333334
33,11,67.6878,64.51666666666667
33,12,74.8696,71.03333333333333
33,13,109.7223,101.65
33,14,66.483,62.53333333333333
33,15,63.8179,61.58333333333334
33,16,276.1871,265.4
33,17,287.7607,276.8
33,18,267.7352,256.9166666666667
33,19,180.6382,173.25
33,20,197.6538,188.5666666666667
33,21,332.5026,282.9
33,22,245.3018,210.4
33,23,342.3047,319.9833333333333
33,24,124.6893,104.95
33,25,162.1189,144.6333333333333
33,27,198.6884,164.6
33,28,186.7817,165.2666666666667
33,29,154.4337,129.85
33,30,227.7847,189.0333333333333
33,31,202.2128,169.9333333333333
33,32,100.2098,96.18333333333334
33,34,158.4229,156.1666666666667
33,35,250.3287,210.7833333333333
33,36,256.4511,223.9166666666667
33,37,42.9734,40.91666666666666
34,1,100.0501,88.26666666666667
34,2,97.3055,86.53333333333333
34,3,107.8626,95.53333333333333
34,4,89.7838,78.8
34,5,96.6854,86.03333333333333
34,6,113.4916,102.6666666666667
34,7,114.5622,101.3333333333333
34,8,93.5195,99.03333333333333
34,9,99.8444,88.75
34,10,203.7594,172.0
34,11,204.2323,172.7833333333333
34,12,220.4364,187.4833333333333
34,13,245.9648,209.1833333333333
34,14,204.7132,172.1
34,15,207.5467,176.0833333333333
34,16,443.3378,363.1833333333333
34,17,389.7737,322.7166666666666
34,18,434.9033,354.8
34,19,326.205,289.7
34,20,343.2206,305.0166666666667
34,21,344.4727,288.4166666666667
34,22,257.2719,215.9166666666667
34,23,387.5803,330.5833333333333
34,24,280.6199,256.0333333333334
34,25,65.5062,63.43333333333333
34,27,105.1652,107.25
34,28,183.6991,169.1166666666667
34,29,98.0915,94.1
34,30,210.7915,178.75
34,31,185.2196,159.65
34,32,65.2726,69.76666666666667
34,33,157.7133,156.3166666666667
34,35,160.8283,156.7
34,36,239.4578,213.6333333333333
34,37,116.6836,124.2166666666667
35,1,143.6461,128.4333333333333
35,2,136.555,122.1666666666667
35,3,142.0821,126.1166666666667
35,4,134.059,121.8333333333333
35,5,136.9316,122.35
35,6,154.7084,140.8333333333333
35,7,141.9249,127.5
35,8,170.7224,151.1
35,9,143.4404,128.9166666666667
35,10,246.7633,211.5
35,11,247.2361,212.2833333333333
35,12,263.4403,226.9833333333333
35,13,288.9687,248.6833333333333
35,14,247.7171,211.6
35,15,250.5505,215.5833333333333
35,16,486.3416,402.6833333333333
35,17,432.7776,362.2166666666666
35,18,477.9071,394.3
35,19,369.2088,329.2
35,20,386.2244,344.5166666666667
35,21,387.4765,327.9166666666667
35,22,300.2758,255.4166666666667
35,23,430.5841,370.0833333333333
35,24,356.2066,310.5333333333334
35,25,122.8942,116.2166666666667
35,27,55.2107,56.58333333333334
35,28,185.8919,179.45
35,29,100.7087,95.03333333333333
35,30,54.4526,53.83333333333334
35,31,72.2648,72.6
35,32,182.7925,176.4
35,33,250.3716,212.55
35,34,161.0793,156.8
35,36,130.3966,127.85
35,37,264.6718,226.6666666666667
36,1,143.8642,134.1666666666667
36,2,141.7428,131.9833333333333
36,3,141.9715,131.75
36,4,150.5247,140.5
36,5,142.4145,133.8
36,6,138.5316,139.1833333333333
36,7,126.2005,117.7833333333333
36,8,176.8559,163.5
36,9,143.6585,134.65
36,10,214.9969,193.9666666666667
36,11,205.8758,185.05
36,12,221.1715,198.0166666666667
36,13,234.9641,227.1833333333333
36,14,206.545,184.0833333333333
36,15,211.2233,189.4
36,16,387.2106,334.0666666666667
36,17,333.6465,293.6
36,18,378.7761,325.6833333333333
36,19,286.7727,277.4333333333333
36,20,306.7405,282.4166666666667
36,21,239.4963,226.0333333333333
36,22,178.5541,178.1666666666667
36,23,307.1046,281.7833333333334
36,24,314.205,284.3
36,25,175.4783,174.0666666666667
36,27,173.114,166.9333333333333
36,28,89.0102,85.61666666666666
36,29,148.4673,143.4666666666667
36,30,77.1072,77.8
36,31,79.7791,78.83333333333333
36,32,225.9554,210.2333333333333
36,33,256.5051,224.95
36,34,238.6134,217.2833333333333
36,35,130.4811,127.5166666666667
36,37,270.8054,239.0666666666667
37,1,131.8873,113.3833333333333
37,2,132.8902,113.4666666666667
37,3,138.9852,120.9
37,4,131.8146,113.3333333333333
37,5,132.27,112.9666666666667
37,6,145.9731,126.4666666666667
37,7,146.3745,126.3666666666667
37,8,98.2146,85.95
37,9,131.6816,113.8666666666667
37,10,88.9605,85.96666666666667
37,11,94.1651,90.61666666666666
37,12,110.3176,104.4833333333333
37,13,135.8976,127.0166666666667
37,14,94.646,89.93333333333334
37,15,96.1646,93.0
37,16,318.536,302.3833333333333
37,17,317.7593,309.6166666666667
37,18,310.0841,293.9
37,19,216.0862,206.7
37,20,233.1018,222.0166666666667
37,21,354.9167,304.4833333333333
37,22,267.7159,231.9833333333333
37,23,349.42,346.05
37,24,166.2883,141.1666666666667
37,25,120.7709,129.4166666666667
37,27,213.5075,179.35
37,28,209.1958,186.85
37,29,169.2528,144.6
37,30,242.6038,203.7833333333333
37,31,217.0319,184.6833333333333
37,32,60.4389,61.4
37,33,43.3817,41.45
37,34,117.2677,123.55
37,35,265.1478,225.5333333333333
37,36,271.2702,238.6666666666667
