Day,Depot,Inv,Col
3,7,248.158368520333,0.0
3,8,313.711753151638,-1.54671835981045e-29
3,9,0.0,0.0
3,10,270.575565192854,0.0
3,11,0.0,0.0
3,12,0.0,0.0
3,13,0.0,0.0
3,14,153.911334301975,0.0
3,15,0.0,0.0
3,16,136.81745305437,0.0
3,17,0.0,0.0
3,18,262.233990128195,0.0
3,19,0.0,0.0
3,20,229.84659804285,0.0
3,21,141.066966437747,0.0
3,22,144.301869428255,0.0
3,23,287.192639848942,0.0
3,24,0.0,0.0
3,25,0.0,0.0
3,27,65.4369532486901,0.0
3,28,0.0,0.0
3,29,0.0,0.0
3,30,116.462475596855,0.0
3,31,111.19937118997,0.0
3,32,0.0,0.0
3,33,0.0,0.0
3,34,85.4137845301028,0.0
3,35,0.0,0.0
3,36,109.739700364127,0.0
3,37,136.85312569697,0.0
4,2,280.960058724517,0.0
4,3,297.643268345743,0.0
4,4,313.91544779344,0.0
4,5,321.284828640298,0.0
4,6,307.331842100974,0.0
4,7,400.009700803015,0.0
4,8,313.711753151638,0.0
4,9,151.301647936831,0.0
4,10,428.677605828188,0.0
4,11,0.0,0.0
4,12,0.0,0.0
4,13,0.0,0.0
4,14,153.911334301975,0.0
4,15,0.0,0.0
4,16,136.81745305437,-2.77756135408517e-14
4,17,105.104898507407,0.0
4,18,262.233990128195,0.0
4,19,157.355307303338,0.0
4,20,229.84659804285,4.66616658795768e-14
4,21,259.850991162299,0.0
4,22,144.301869428255,0.0
4,23,287.192639848942,0.0
4,24,0.0,0.0
4,25,0.0,0.0
4,27,65.4369532486901,0.0
4,28,0.0,0.0
4,29,0.0,0.0
4,30,116.462475596855,0.0
4,31,111.19937118997,0.0
4,32,0.0,0.0
4,33,0.0,0.0
4,34,85.4137845301028,0.0
4,35,0.0,0.0
4,36,109.739700364127,0.0
4,37,247.265130619955,0.0
5,2,418.825430778106,0.0
5,3,448.571303636364,0.0
5,4,484.071674844134,0.0
5,5,481.721828004631,0.0
5,6,457.972313054191,0.0
5,7,400.009700803015,0.0
5,8,484.396721398564,0.0
5,9,151.301647936831,0.0
5,10,428.677605828188,0.0
5,11,0.0,0.0
5,12,135.264896387363,0.0
5,13,119.595083914106,0.0
5,14,153.911334301975,0.0
5,15,113.126086081424,0.0
5,16,136.81745305437,0.0
5,17,221.475567343905,0.0
5,18,262.233990128195,0.0
5,19,157.355307303338,0.0
5,20,229.84659804285,0.0
5,21,393.684243996151,0.0
5,22,144.301869428255,0.0
5,23,287.192639848942,0.0
5,24,104.969524972203,0.0
5,25,126.105443008554,0.0
5,27,65.4369532486901,0.0
5,28,0.0,0.0
5,29,0.0,0.0
5,30,116.462475596855,0.0
5,31,111.19937118997,0.0
5,32,0.0,0.0
5,33,0.0,0.0
5,34,85.4137845301028,0.0
5,35,0.0,0.0
5,36,174.456202150476,0.0
5,37,247.265130619955,0.0
6,2,582.647745102532,0.0
6,3,448.571303636364,0.0
6,4,484.071674844134,0.0
6,5,481.721828004631,0.0
6,6,457.972313054191,0.0
6,7,400.009700803015,0.0
6,8,484.396721398564,0.0
6,9,292.711853611618,0.0
6,10,428.677605828188,0.0
6,11,113.145830840487,0.0
6,12,135.264896387363,0.0
6,13,119.595083914106,0.0
6,14,153.911334301975,0.0
6,15,113.126086081424,0.0
6,16,136.81745305437,0.0
6,17,221.475567343905,0.0
6,18,391.811161533486,0.0
6,19,280.514796058278,0.0
6,20,229.84659804285,0.0
6,21,393.684243996151,0.0
6,22,144.301869428255,0.0
6,23,450.898360164371,0.0
6,24,104.969524972203,0.0
6,25,126.105443008554,0.0
6,27,65.4369532486901,0.0
6,28,120.105125087671,0.0
6,29,0.0,0.0
6,30,116.462475596855,-1.73635061292488e-13
6,31,252.723460137505,-3.45328497609349e-13
6,32,0.0,0.0
6,33,0.0,0.0
6,34,85.4137845301028,0.0
6,35,0.0,0.0
6,36,174.456202150476,0.0
6,37,247.265130619955,0.0
7,2,582.647745102532,0.0
7,3,601.825275492692,0.0
7,4,484.071674844134,0.0
7,5,481.721828004631,0.0
7,6,610.39925379977,-1.35535861156504e-13
7,7,400.009700803015,0.0
7,8,484.396721398564,0.0
7,9,292.711853611618,0.0
7,10,428.677605828188,0.0
7,11,113.145830840487,0.0
7,12,135.264896387363,0.0
7,13,119.595083914106,0.0
7,14,153.911334301975,0.0
7,15,113.126086081424,0.0
7,16,136.81745305437,0.0
7,17,221.475567343905,0.0
7,18,391.811161533486,0.0
7,19,280.514796058278,0.0
7,20,229.84659804285,0.0
7,21,393.684243996151,-2.94709624774728e-13
7,22,144.301869428255,4.92763032329431e-14
7,23,450.898360164371,0.0
7,24,104.969524972203,0.0
7,25,126.105443008554,0.0
7,27,187.810389212637,0.0
7,28,242.090320800619,0.0
7,29,0.0,0.0
7,30,206.586464202714,0.0
7,31,252.723460137505,0.0
7,32,0.0,0.0
7,33,0.0,0.0
7,34,85.4137845301028,0.0
7,35,0.0,0.0
7,36,174.456202150476,0.0
7,37,247.265130619955,0.0
8,2,582.647745102532,0.0
8,3,601.825275492692,0.0
8,4,533.668740281686,0.0
8,5,638.388275759489,0.0
8,6,762.654753460572,0.0
8,7,400.009700803015,0.0
8,8,620.433424381985,0.0
8,9,292.711853611618,0.0
8,10,567.957740450515,0.0
8,11,281.484277759301,-3.12510326238359e-14
8,12,135.264896387363,-1.50174202392787e-14
8,13,119.595083914106,0.0
8,14,153.911334301975,3.12458801541179e-14
8,15,113.126086081424,0.0
8,16,136.81745305437,0.0
8,17,221.475567343905,0.0
8,18,391.811161533486,4.34997772839603e-14
8,19,412.839956158524,0.0
8,20,229.84659804285,0.0
8,21,477.696550536631,-5.30349709189782e-14
8,22,144.301869428255,0.0
8,23,450.898360164371,-1.00119548244042e-13
8,24,228.755725361102,0.0
8,25,126.105443008554,0.0
8,27,187.810389212637,0.0
8,28,242.090320800619,0.0
8,29,0.0,0.0
8,30,206.586464202714,0.0
8,31,252.723460137505,0.0
8,32,0.0,0.0
8,33,0.0,0.0
8,34,85.4137845301028,0.0
8,35,0.0,0.0
8,36,174.456202150476,0.0
8,37,247.265130619955,0.0
9,2,734.713359901909,0.0
9,3,601.825275492692,0.0
9,4,533.668740281686,0.0
9,5,638.388275759489,0.0
9,6,762.654753460572,0.0
9,7,548.253055240657,0.0
9,8,620.433424381985,1.76731396214379e-12
9,9,435.974427413941,0.0
9,10,567.957740450515,0.0
9,11,281.484277759301,0.0
9,12,135.264896387363,0.0
9,13,119.595083914106,0.0
9,14,153.911334301975,0.0
9,15,113.126086081424,0.0
9,16,136.81745305437,0.0
9,17,221.475567343905,0.0
9,18,391.811161533486,0.0
9,19,412.839956158524,0.0
9,20,229.84659804285,0.0
9,21,588.491319903959,0.0
9,22,285.511057428096,0.0
9,23,450.898360164371,0.0
9,24,228.755725361102,0.0
9,25,126.105443008554,0.0
9,27,187.810389212637,0.0
9,28,242.090320800619,0.0
9,29,0.0,0.0
9,30,206.586464202714,3.9577939252502e-29
9,31,252.723460137505,0.0
9,32,149.899140917672,0.0
9,33,0.0,0.0
9,34,85.4137845301028,0.0
9,35,0.0,0.0
9,36,174.456202150476,0.0
9,37,247.265130619955,0.0
10,2,734.713359901909,0.0
10,3,601.825275492692,0.0
10,4,685.599419713976,0.0
10,5,638.388275759489,0.0
10,6,0.0,915.91812627473
10,7,686.866687333715,0.0
10,8,620.433424381985,5.55616612837665e-13
10,9,435.974427413941,0.0
10,10,567.957740450515,0.0
10,11,281.484277759301,0.0
10,12,135.264896387363,0.0
10,13,119.595083914106,-6.77550501656568e-14
10,14,153.911334301975,0.0
10,15,253.286243017842,0.0
10,16,136.81745305437,-2.77756135408517e-14
10,17,221.475567343905,0.0
10,18,545.889515696752,0.0
10,19,412.839956158524,0.0
10,20,229.84659804285,0.0
10,21,588.491319903959,0.0
10,22,285.511057428096,0.0
10,23,450.898360164371,0.0
10,24,228.755725361102,0.0
10,25,126.105443008554,0.0
10,27,187.810389212637,0.0
10,28,242.090320800619,0.0
10,29,0.0,0.0
10,30,206.586464202714,0.0
10,31,364.773084424842,0.0
10,32,149.899140917672,0.0
10,33,88.2509481781458,-3.48088614332123e-29
10,34,85.4137845301028,0.0
10,35,0.0,0.0
10,36,174.456202150476,0.0
10,37,247.265130619955,0.0
11,2,0.0,904.096098899614
11,3,652.418420804381,0.0
11,4,834.963364678725,0.0
11,5,784.18983349532,-3.41060513164848e-13
11,6,0.0,0.0
11,7,686.866687333715,0.0
11,8,779.113691639454,0.0
11,9,552.406739247945,0.0
11,10,567.957740450515,0.0
11,11,415.498730873871,0.0
11,12,135.264896387363,0.0
11,13,119.595083914106,-4.9813694919171e-14
11,14,153.911334301975,0.0
11,15,253.286243017842,0.0
11,16,136.81745305437,-3.03795773103066e-14
11,17,336.043485270532,0.0
11,18,545.889515696752,1.21211821845602e-13
11,19,412.839956158524,2.29172212406217e-14
11,20,355.314539933273,0.0
11,21,588.491319903959,0.0
11,22,285.511057428096,0.0
11,23,450.898360164371,0.0
11,24,339.189447226296,0.0
11,25,126.105443008554,0.0
11,27,187.810389212637,0.0
11,28,242.090320800619,0.0
11,29,96.5223185115156,0.0
11,30,206.586464202714,0.0
11,31,364.773084424842,0.0
11,32,149.899140917672,0.0
11,33,88.2509481781458,0.0
11,34,85.4137845301028,0.0
11,35,0.0,0.0
11,36,174.456202150476,0.0
11,37,247.265130619955,0.0
12,2,133.560760004865,-6.02062068796822e-30
12,3,652.418420804381,0.0
12,4,834.963364678725,0.0
12,5,784.18983349532,0.0
12,6,152.196087960623,0.0
12,7,686.866687333715,-4.49447226492871e-14
12,8,779.113691639454,8.64989959258826e-14
12,9,552.406739247945,0.0
12,10,567.957740450515,0.0
12,11,415.498730873871,0.0
12,12,277.973460303299,0.0
12,13,119.595083914106,0.0
12,14,298.145224411268,0.0
12,15,253.286243017842,0.0
12,16,253.188481927111,9.31631403880651e-14
12,17,479.005078083646,0.0
12,18,545.889515696752,2.00865304772712e-13
12,19,514.991268732884,5.6843418860808e-14
12,20,355.314539933273,0.0
12,21,588.491319903959,0.0
12,22,285.511057428096,0.0
12,23,617.938803142046,0.0
12,24,339.189447226296,0.0
12,25,126.105443008554,0.0
12,27,187.810389212637,0.0
12,28,242.090320800619,0.0
12,29,183.464435509668,0.0
12,30,206.586464202714,-4.19395746987435e-14
12,31,364.773084424842,-2.38687148637828e-14
12,32,149.899140917672,0.0
12,33,88.2509481781458,0.0
12,34,85.4137845301028,0.0
12,35,128.867260036232,0.0
12,36,174.456202150476,0.0
12,37,247.265130619955,0.0
13,2,133.560760004865,0.0
13,3,823.791839652644,0.0
13,4,0.0,985.016833553486
13,5,0.0,935.716182789823
13,6,152.196087960623,0.0
13,7,809.363124316518,0.0
13,8,0.0,929.973085566552
13,9,692.560746840331,0.0
13,10,567.957740450515,0.0
13,11,415.498730873871,0.0
13,12,277.973460303299,0.0
13,13,119.595083914106,0.0
13,14,298.145224411268,0.0
13,15,416.876811784697,0.0
13,16,253.188481927111,0.0
13,17,613.628939311193,0.0
13,18,545.889515696752,0.0
13,19,514.991268732884,0.0
13,20,355.314539933273,0.0
13,21,588.491319903959,0.0
13,22,285.511057428096,0.0
13,23,771.25399847205,0.0
13,24,339.189447226296,0.0
13,25,126.105443008554,0.0
13,27,187.810389212637,0.0
13,28,242.090320800619,0.0
13,29,183.464435509668,0.0
13,30,206.586464202714,0.0
13,31,364.773084424842,0.0
13,32,149.899140917672,0.0
13,33,88.2509481781458,0.0
13,34,85.4137845301028,0.0
13,35,128.867260036232,0.0
13,36,174.456202150476,0.0
13,37,364.48176671364,0.0
14,2,268.698054251689,0.0
14,3,0.0,977.325333634222
14,4,165.348588459862,0.0
14,5,162.664066422176,0.0
14,6,152.196087960623,0.0
14,7,809.363124316518,0.0
14,8,149.629126319772,0.0
14,9,826.578335460013,0.0
14,10,690.998913992096,0.0
14,11,415.498730873871,0.0
14,12,277.973460303299,0.0
14,13,271.888824111668,0.0
14,14,455.328807219595,0.0
14,15,416.876811784697,0.0
14,16,407.133193293748,0.0
14,17,613.628939311193,0.0
14,18,545.889515696752,0.0
14,19,514.991268732884,0.0
14,20,466.757181814496,0.0
14,21,588.491319903959,0.0
14,22,285.511057428096,0.0
14,23,771.25399847205,0.0
14,24,339.189447226296,0.0
14,25,126.105443008554,0.0
14,27,187.810389212637,0.0
14,28,242.090320800619,0.0
14,29,183.464435509668,0.0
14,30,206.586464202714,0.0
14,31,480.018489293358,0.0
14,32,149.899140917672,0.0
14,33,88.2509481781458,0.0
14,34,189.981978192406,0.0
14,35,128.867260036232,0.0
14,36,174.456202150476,0.0
14,37,364.48176671364,0.0
15,2,268.698054251689,0.0
15,3,157.862791748978,0.0
15,4,314.6434617158,0.0
15,5,322.890854717823,0.0
15,6,152.196087960623,0.0
15,7,0.0,953.086378563161
15,8,149.629126319772,0.0
15,9,0.0,973.28540016061
15,10,690.998913992096,0.0
15,11,415.498730873871,0.0
15,12,277.973460303299,0.0
15,13,271.888824111668,0.0
15,14,455.328807219595,0.0
15,15,569.000213733849,0.0
15,16,407.133193293748,0.0
15,17,613.628939311193,0.0
15,18,545.889515696752,0.0
15,19,514.991268732884,0.0
15,20,466.757181814496,0.0
15,21,588.491319903959,0.0
15,22,285.511057428096,0.0
15,23,771.25399847205,0.0
15,24,339.189447226296,0.0
15,25,126.105443008554,0.0
15,27,187.810389212637,0.0
15,28,390.185876112615,0.0
15,29,183.464435509668,0.0
15,30,206.586464202714,0.0
15,31,480.018489293358,0.0
15,32,149.899140917672,0.0
15,33,88.2509481781458,0.0
15,34,189.981978192406,0.0
15,35,228.917938565428,0.0
15,36,174.456202150476,0.0
15,37,364.48176671364,0.0
16,2,398.45510965597,0.0
16,3,328.46469141108,0.0
16,4,484.884270264157,0.0
16,5,486.118986860897,0.0
16,6,152.196087960623,0.0
16,7,128.033498652848,0.0
16,8,149.629126319772,0.0
16,9,139.861793778829,0.0
16,10,690.998913992096,0.0
16,11,415.498730873871,0.0
16,12,403.073931383793,0.0
16,13,422.656503270126,2.81545788862831e-13
16,14,455.328807219595,0.0
16,15,720.887087251082,0.0
16,16,568.988377006031,0.0
16,17,613.628939311193,0.0
16,18,545.889515696752,0.0
16,19,514.991268732884,0.0
16,20,466.757181814496,0.0
16,21,693.599198559961,0.0
16,22,448.748917390971,0.0
16,23,771.25399847205,0.0
16,24,339.189447226296,0.0
16,25,126.105443008554,0.0
16,27,187.810389212637,0.0
16,28,390.185876112615,0.0
16,29,183.464435509668,0.0
16,30,206.586464202714,0.0
16,31,480.018489293358,0.0
16,32,149.899140917672,0.0
16,33,88.2509481781458,0.0
16,34,189.981978192406,0.0
16,35,228.917938565428,0.0
16,36,287.481947258961,0.0
16,37,364.48176671364,0.0
17,2,555.614172669244,0.0
17,3,481.680151194971,0.0
17,4,637.860557502537,0.0
17,5,486.118986860897,0.0
17,6,152.196087960623,3.73625370302859e-14
17,7,128.033498652848,0.0
17,8,149.629126319772,0.0
17,9,309.275101577406,0.0
17,10,798.784564966508,0.0
17,11,565.81778910536,0.0
17,12,403.073931383793,0.0
17,13,422.656503270126,0.0
17,14,624.745279958195,0.0
17,15,720.887087251082,0.0
17,16,568.988377006031,0.0
17,17,760.232324398573,0.0
17,18,636.454946188995,0.0
17,19,639.667771550414,0.0
17,20,466.757181814496,0.0
17,21,693.599198559961,0.0
17,22,448.748917390971,0.0
17,23,771.25399847205,0.0
17,24,339.189447226296,0.0
17,25,126.105443008554,0.0
17,27,187.810389212637,0.0
17,28,390.185876112615,0.0
17,29,183.464435509668,0.0
17,30,346.298701084135,0.0
17,31,639.174513641342,0.0
17,32,149.899140917672,0.0
17,33,88.2509481781458,0.0
17,34,189.981978192406,0.0
17,35,228.917938565428,0.0
17,36,287.481947258961,0.0
17,37,364.48176671364,0.0
18,2,705.928652805995,0.0
18,3,481.680151194971,0.0
18,4,637.860557502537,0.0
18,5,613.703541420636,0.0
18,6,297.740234246604,0.0
18,7,128.033498652848,0.0
18,8,192.424680574388,-5.6843418860808e-14
18,9,309.275101577406,0.0
18,10,0.0,945.966062483305
18,11,565.81778910536,-1.13686837721616e-13
18,12,403.073931383793,0.0
18,13,536.076526025664,1.13686837721616e-13
18,14,624.745279958195,0.0
18,15,720.887087251082,0.0
18,16,568.988377006031,0.0
18,17,760.232324398573,0.0
18,18,636.454946188995,0.0
18,19,639.667771550414,0.0
18,20,466.757181814496,0.0
18,21,693.599198559961,0.0
18,22,448.748917390971,0.0
18,23,771.25399847205,0.0
18,24,339.189447226296,0.0
18,25,126.105443008554,0.0
18,27,187.810389212637,0.0
18,28,390.185876112615,0.0
18,29,183.464435509668,0.0
18,30,346.298701084135,0.0
18,31,639.174513641342,0.0
18,32,149.899140917672,0.0
18,33,88.2509481781458,1.4210854715202e-14
18,34,268.807188234357,0.0
18,35,228.917938565428,0.0
18,36,287.481947258961,0.0
18,37,364.48176671364,1.13686837721616e-13
19,2,0.0,859.460126897778
19,3,481.680151194971,0.0
19,4,799.294716282455,0.0
19,5,762.931620704453,0.0
19,6,297.740234246604,1.13686837721616e-13
19,7,292.928240806389,0.0
19,8,346.717612314391,0.0
19,9,444.830183629843,0.0
19,10,110.277279305097,0.0
19,11,565.81778910536,0.0
19,12,403.073931383793,0.0
19,13,536.076526025664,0.0
19,14,624.745279958195,0.0
19,15,0.0,890.148483906395
19,16,568.988377006031,0.0
19,17,0.0,900.175532787247
19,18,636.454946188995,0.0
19,19,768.739889074257,0.0
19,20,466.757181814496,-1.13686837721616e-13
19,21,693.599198559961,0.0
19,22,593.116532747057,0.0
19,23,816.932595755483,0.0
19,24,475.342324628634,0.0
19,25,250.11163570893,0.0
19,27,187.810389212637,0.0
19,28,390.185876112615,0.0
19,29,183.464435509668,0.0
19,30,346.298701084135,0.0
19,31,639.174513641342,0.0
19,32,253.274840003306,0.0
19,33,88.2509481781458,0.0
19,34,268.807188234357,0.0
19,35,228.917938565428,0.0
19,36,287.481947258961,0.0
19,37,364.48176671364,0.0
20,2,0.0,0.0
20,3,638.955682009537,0.0
20,4,799.294716282455,0.0
20,5,762.931620704453,0.0
20,6,443.537593568827,0.0
20,7,292.928240806389,0.0
20,8,497.640783187617,0.0
20,9,577.947276114465,0.0
20,10,110.277279305097,-6.1216187288769e-14
20,11,565.81778910536,0.0
20,12,403.073931383793,0.0
20,13,636.911452140398,0.0
20,14,624.745279958195,0.0
20,15,0.0,0.0
20,16,568.988377006031,3.15851998448097e-14
20,17,0.0,0.0
20,18,636.454946188995,-3.53303467697794e-14
20,19,768.739889074257,0.0
20,20,602.201681897306,0.0
20,21,693.599198559961,0.0
20,22,593.116532747057,0.0
20,23,816.932595755483,0.0
20,24,475.342324628634,0.0
20,25,250.11163570893,0.0
20,27,187.810389212637,0.0
20,28,390.185876112615,0.0
20,29,183.464435509668,0.0
20,30,439.716719565693,0.0
20,31,639.174513641342,0.0
20,32,366.34287567632,0.0
20,33,144.409251784959,0.0
20,34,268.807188234357,0.0
20,35,315.81048915448,0.0
20,36,287.481947258961,0.0
20,37,364.48176671364,8.09312098923076e-14
